stock_code,company_name_x,risk_score,leverage_z,operating_asset_ratio_z,operating_liability_ratio_z,ocf_growth_z,cash_to_debt_z,gross_margin_z,net_profit_ratio_z,operating_profit_ratio_z,profit_to_total_profit_z,cash_profit_ratio_z,cashflow_to_debt_z,ocf_ratio_z
2470,金正大,36.32,37.376,28.963,9.702,39.345,99.666,0.385,1.077,1.307,1.877,63.924,68.415,83.799
2462,嘉事堂,42.429,29.083,72.803,50.347,39.62,99.208,0.373,1.059,1.287,1.897,62.763,66.922,83.79
2454,松芝股份,38.215,18.238,31.062,51.867,39.66,98.89,0.374,1.057,1.286,1.886,63.236,67.229,83.791
2437,誉衡药业,33.02,20.415,14.253,5.486,39.382,98.507,0.369,1.054,1.28,1.889,63.477,66.334,83.799
2431,棕榈股份,39.121,37.02,12.678,59.308,39.42,99.921,0.388,1.095,1.326,1.878,63.886,68.735,83.798
2423,中粮资本,32.899,35.748,0.396,0.614,39.396,99.624,0.379,1.054,1.278,1.894,62.72,67.903,83.779
2412,汉森制药,33.089,6.597,23.815,12.463,39.348,99.586,0.35,1.028,1.253,1.881,63.737,63.219,83.791
2405,四维图新,35.505,8.364,17.761,40.676,39.502,96.086,0.438,1.123,1.359,1.879,63.812,71.26,83.806
2398,垒知集团,42.325,18.862,54.35,77.328,39.535,99.648,0.367,1.053,1.282,1.88,63.395,66.732,83.463
2371,北方华创,37.528,24.109,43.935,24.258,39.522,98.692,0.352,1.034,1.26,1.882,63.768,67.731,83.795
2350,北京科锐,39.274,16.123,40.029,54.819,39.371,99.159,0.385,1.073,1.306,1.884,63.815,69.515,83.804
2342,巨力索具,37.176,21.536,42.743,20.782,39.598,99.311,0.373,1.061,1.289,1.881,65.361,68.374,83.799
2340,格林美,35.347,26.458,32.818,6.276,39.447,99.458,0.372,1.056,1.284,1.889,63.471,67.887,83.743
2335,科华数据,37.839,27.96,33.49,35.35,39.566,99.634,0.365,1.051,1.28,1.882,63.393,66.329,83.774
2328,新朋股份,37.246,16.383,27.319,48.536,39.451,97.875,0.368,1.056,1.28,1.896,63.374,65.646,83.766
2327,富安娜,34.672,9.37,24.996,31.806,39.389,98.914,0.345,1.032,1.256,1.884,63.641,59.669,83.759
2317,众生药业,32.747,13.07,17.588,4.967,39.683,98.04,0.359,1.045,1.273,1.88,63.748,67.517,83.799
2301,齐心集团,41.377,28.156,45.184,67.653,39.489,98.013,0.375,1.059,1.289,1.869,62.439,67.206,83.786
2295,精艺股份,36.361,15.32,54.615,9.401,39.655,98.443,0.374,1.059,1.289,1.884,63.254,67.242,83.795
2278,神开股份,41.198,15.019,55.243,62.801,39.387,99.199,0.37,1.055,1.282,1.891,64.29,70.026,83.808
2275,桂林三金,32.781,12.376,9.661,20.256,39.563,97.138,0.344,1.031,1.255,1.884,63.647,62.446,83.766
2274,华昌化工,33.437,14.701,10.924,19.787,39.494,99.375,0.361,1.047,1.273,1.886,63.676,64.942,83.784
2272,川润股份,38.642,25.386,51.013,27.441,39.594,99.553,0.382,1.066,1.296,1.88,64.115,68.174,83.799
2266,浙富控股,36.575,22.299,44.632,14.062,39.341,99.237,0.37,1.052,1.282,1.875,63.657,67.298,83.797
2263,大东南,33.229,4.565,14.819,31.296,39.263,90.393,0.374,1.058,1.289,1.833,63.38,66.68,83.801
2259,升达林业,34.568,32.261,3.007,3.36,39.447,98.949,0.37,1.061,1.281,1.917,83.188,66.313,83.662
2249,大洋电机,37.503,20.258,32.679,41.646,39.44,98.96,0.365,1.052,1.28,1.884,63.338,65.359,83.775
2244,滨江集团,38.572,36.244,67.762,2.75,39.574,99.573,0.359,1.055,1.279,1.896,61.627,66.969,83.778
2228,合兴包装,38.955,25.74,48.729,35.063,39.608,99.61,0.375,1.059,1.289,1.875,63.004,67.376,83.732
2223,鱼跃医疗,33.668,10.958,13.224,31.741,39.493,94.611,0.336,1.015,1.236,1.883,63.719,62.004,83.797
2214,*ST大立,38.541,8.73,53.703,36.854,39.366,98.365,0.527,1.232,1.471,1.879,63.781,72.773,83.812
2203,海亮股份,36.326,26.254,35.09,9.936,44.009,99.008,0.374,1.058,1.287,1.884,63.995,69.218,83.805
2198,嘉应制药,31.839,3.81,24.395,13.659,39.495,95.223,0.366,1.051,1.279,1.882,63.374,53.74,83.791
2174,游族网络,33.086,9.989,4.781,22.541,39.33,96.78,0.367,1.052,1.283,1.874,64.312,70.915,83.809
2158,汉钟精机,36.81,19.33,32.372,35.041,39.444,98.468,0.339,1.027,1.251,1.882,63.718,65.298,83.547
2144,宏达高科,33.102,2.802,11.385,38.162,39.443,90.426,0.35,1.037,1.265,1.88,63.714,63.052,83.704
2134,天津普林,38.084,23.0,31.995,44.304,39.598,99.447,0.367,1.054,1.283,1.879,63.203,67.084,83.792
2133,广宇集团,38.855,30.276,71.62,13.6,39.58,99.313,0.37,1.06,1.286,1.908,56.797,66.67,83.778
2130,沃尔核材,36.429,17.429,36.187,27.155,39.491,99.14,0.354,1.042,1.267,1.884,63.668,65.767,83.766
2129,TCL中环,34.483,23.24,12.317,19.608,39.383,99.532,0.36,1.052,1.279,1.886,63.61,67.759,83.776
2110,三钢闽光,34.154,25.822,8.501,15.992,39.542,99.384,0.377,1.062,1.291,1.886,64.2,68.208,83.583
2108,沧州明珠,34.057,12.149,18.55,21.224,39.408,98.78,0.368,1.045,1.272,1.883,63.654,66.55,83.799
2107,沃华医药,33.73,11.799,22.661,19.255,39.667,96.1,0.368,1.051,1.281,1.874,63.491,63.422,83.796
2102,能特科技,34.411,23.862,26.971,5.824,39.328,98.68,0.376,1.057,1.287,1.882,63.327,66.633,83.705
2098,浔兴股份,36.812,15.541,39.579,32.208,39.433,98.726,0.365,1.052,1.28,1.881,63.553,64.4,83.73
2097,山河智能,38.746,35.02,49.624,17.811,39.567,99.638,0.373,1.059,1.29,1.846,65.685,69.21,83.828
2093,国脉科技,34.727,7.511,35.829,15.102,39.399,99.394,0.349,1.031,1.254,1.884,63.735,67.434,83.799
2091,江苏国泰,36.289,22.747,23.035,33.909,39.483,97.113,0.364,1.054,1.276,1.897,63.583,67.209,83.797
2077,大港股份,33.308,9.299,8.039,25.524,39.476,99.097,0.397,1.029,1.258,1.878,63.53,66.374,83.792
2057,中钢天源,35.895,15.164,36.782,21.194,39.817,97.77,0.36,1.046,1.271,1.887,63.79,67.861,83.801
2048,宁波华翔,39.242,21.994,38.453,54.139,39.552,99.272,0.366,1.054,1.279,1.892,63.361,65.86,83.687
2042,华孚时尚,36.22,28.033,40.035,9.961,39.573,99.247,0.379,1.06,1.289,1.893,61.638,67.745,83.787
2040,南京港,31.087,10.807,2.633,3.978,39.607,99.017,0.342,1.034,1.248,1.891,63.504,65.19,83.792
2036,联创电子,36.892,34.793,33.334,14.724,39.406,99.527,0.385,1.075,1.306,1.88,63.911,68.56,83.8
2021,中捷资源,36.58,27.811,34.611,18.019,39.624,99.584,0.379,0.937,1.163,1.878,63.841,67.351,83.768
1373,翔腾新材,41.408,5.889,41.331,92.548,39.49,95.182,0.366,1.053,1.28,1.887,63.954,70.115,83.804
1339,智微智能,41.765,17.734,55.479,68.872,39.431,98.192,0.374,1.059,1.289,1.874,64.013,69.057,83.804
1336,楚环科技,39.193,14.43,42.004,56.062,39.712,97.496,0.359,1.048,1.276,1.882,63.823,68.418,83.802
1331,胜通能源,29.609,5.249,4.551,5.917,39.446,82.504,0.378,1.062,1.292,1.883,64.161,65.066,83.796
1326,联域股份,37.196,15.831,29.993,48.575,39.76,95.668,0.357,1.044,1.272,1.881,63.619,64.551,83.801
1309,德明利,41.052,29.742,81.269,7.986,39.802,99.616,0.372,1.058,1.289,1.853,70.944,74.858,83.832
1234,泰慕士,37.176,8.922,32.27,49.433,39.929,97.369,0.366,1.048,1.277,1.88,63.74,66.075,83.801
1229,魅视科技,29.636,2.626,10.961,17.813,39.447,79.593,0.314,0.999,1.224,1.882,63.687,53.301,83.789
1222,源飞宠物,37.6,5.211,25.577,79.25,39.445,89.189,0.351,1.041,1.266,1.885,63.695,60.518,83.774
1215,千味央厨,35.968,14.404,20.519,42.35,39.339,98.56,0.364,1.05,1.278,1.886,63.616,64.458,83.79
1210,金房能源,34.457,15.29,21.718,25.935,39.568,96.572,0.356,1.059,1.287,1.889,61.016,64.999,83.788
1205,盛航股份,33.146,26.516,3.737,9.84,39.828,99.5,0.351,1.039,1.263,1.885,63.452,66.547,83.794
1201,东瑞股份,33.665,18.893,8.804,15.938,39.607,98.626,0.435,1.135,1.363,1.877,63.814,69.684,83.804
998,隆平高科,35.319,28.654,26.974,9.494,39.474,99.326,0.366,1.057,1.284,1.894,63.248,68.264,83.797
985,大庆华科,32.274,6.841,11.522,30.553,39.683,91.876,0.376,1.06,1.29,1.863,60.806,57.626,83.795
966,长源电力,34.013,32.891,8.25,8.771,39.562,99.933,0.371,1.057,1.285,1.889,62.703,67.681,83.757
958,电投产融,32.973,16.24,8.995,10.532,39.366,99.645,0.347,1.029,1.243,1.89,63.861,68.723,83.802
957,中通客车,38.784,30.709,51.842,25.482,39.413,98.972,0.368,1.058,1.286,1.89,62.784,67.816,83.79
953,河化股份,34.836,31.915,13.193,14.411,39.462,99.014,0.386,1.07,1.3,1.878,64.189,67.428,83.787
930,中粮科技,34.091,15.17,24.27,13.535,39.72,99.214,0.377,1.065,1.294,1.873,64.44,64.354,83.779
917,电广传媒,33.115,14.822,10.244,13.577,39.417,99.189,0.375,1.054,1.269,1.903,63.588,68.15,83.796
912,泸天化,32.247,16.981,7.921,8.207,39.435,97.868,0.37,1.057,1.286,1.884,62.709,65.535,83.707
911,广农糖业,35.647,43.697,17.773,11.706,39.577,99.04,0.376,1.059,1.29,1.854,60.391,67.208,83.793
876,新希望,33.921,32.731,12.771,12.955,39.531,99.649,0.382,1.06,1.29,1.927,54.162,66.873,83.721
858,五粮液,32.011,8.461,11.958,30.398,39.559,89.438,0.302,1.006,1.215,1.887,63.633,52.476,83.791
838,财信发展,41.317,35.915,61.208,38.332,39.517,99.436,0.37,1.07,1.296,1.855,63.799,69.203,83.805
830,鲁西化工,32.855,23.203,5.248,8.974,39.62,99.935,0.368,1.056,1.284,1.885,63.052,66.055,83.579
821,京山轻机,41.73,34.715,66.464,40.247,40.838,99.326,0.367,1.053,1.281,1.886,63.258,67.54,83.79
793,ST华闻,33.603,27.846,9.456,6.251,39.416,99.818,0.411,1.351,1.612,1.881,63.906,67.49,83.797
759,中百集团,36.558,35.875,19.107,24.12,39.402,99.593,0.38,1.065,1.294,1.874,64.157,68.048,83.787
723,美锦能源,35.257,27.126,6.855,30.347,39.426,99.273,0.373,1.058,1.287,1.886,63.325,68.332,83.79
686,东北证券,33.114,35.072,0.358,1.645,39.278,99.11,0.36,1.045,1.274,1.88,64.364,69.17,83.807
685,中山公用,33.804,18.938,4.934,22.656,39.546,99.466,0.368,1.033,1.26,1.881,63.765,68.158,83.65
679,大连友谊,33.892,32.24,5.402,8.804,39.56,99.448,0.401,1.094,1.323,1.882,63.847,68.899,83.805
678,襄阳轴承,38.426,27.58,35.403,38.083,39.498,99.631,0.384,1.066,1.296,1.877,63.971,68.528,83.792
650,仁和药业,31.413,4.105,12.942,17.832,39.419,89.986,0.347,1.044,1.264,1.891,63.72,60.619,83.788
595,*ST宝实,35.903,22.615,34.849,12.454,39.528,99.449,0.41,1.142,1.372,1.876,63.842,69.489,83.808
593,德龙汇能,34.037,24.805,11.252,14.858,39.669,99.28,0.367,1.083,1.31,1.871,64.046,66.127,83.779
589,贵州轮胎,35.45,26.836,20.631,21.511,39.444,99.014,0.362,1.047,1.275,1.881,63.458,66.352,83.582
561,烽火电子,42.145,23.689,63.027,57.672,39.415,99.181,0.371,1.055,1.283,1.886,64.482,69.832,83.853
559,万向钱潮,36.711,25.489,27.771,29.575,39.568,98.657,0.367,1.052,1.281,1.882,63.618,67.477,83.796
526,学大教育,33.491,36.915,1.181,7.996,39.491,99.047,0.363,1.05,1.275,1.888,63.186,65.727,83.768
525,红太阳,36.264,40.905,18.274,16.109,39.384,99.893,0.419,1.078,1.319,1.887,64.112,68.015,83.767
56,皇庭国际,34.072,40.469,4.285,3.653,39.593,99.927,0.445,1.204,1.436,1.878,63.922,68.273,83.775
6,深振业A,39.678,32.272,74.772,9.228,39.417,99.368,0.361,1.103,1.318,1.859,63.889,68.741,83.802
688788,科思科技,36.251,1.639,43.131,46.875,39.486,70.279,0.494,1.189,1.433,1.881,63.763,81.031,83.807
688786,悦安新材,33.148,7.969,22.719,14.465,39.359,96.609,0.34,1.028,1.253,1.881,63.756,64.594,83.8
688776,国光电气,39.912,9.534,47.724,69.063,39.538,94.375,0.353,1.042,1.271,1.881,63.71,66.705,83.748
688768,容知日新,38.496,10.671,55.96,33.239,39.547,97.635,0.366,1.042,1.275,1.87,64.079,72.42,83.844
688697,纽威数控,37.167,25.171,36.379,26.836,39.482,99.555,0.358,1.04,1.268,1.881,63.681,66.571,83.779
688690,纳微科技,32.993,7.831,25.055,9.444,39.578,97.406,0.362,1.043,1.274,1.875,63.555,64.697,83.794
688681,科汇股份,37.969,9.875,35.075,57.553,39.582,96.407,0.379,1.055,1.285,1.869,63.274,65.485,83.785
688678,福立旺,35.902,23.073,23.595,25.873,39.694,99.121,0.364,1.047,1.276,1.879,63.55,67.552,83.8
688677,海泰新光,32.523,2.576,20.738,44.31,39.517,82.443,0.326,1.014,1.239,1.881,63.685,48.767,83.78
688662,富信科技,34.131,9.898,26.833,19.956,39.209,95.099,0.37,1.065,1.299,1.892,64.586,65.579,83.788
688636,智明达,39.595,12.716,65.938,36.843,39.536,99.274,0.361,1.039,1.27,1.878,63.863,68.622,83.797
688626,翔宇医疗,32.91,7.858,12.928,24.108,39.512,95.855,0.334,1.015,1.241,1.88,63.699,62.712,83.781
688609,九联科技,39.535,29.793,53.268,29.812,39.543,99.582,0.392,1.074,1.307,1.884,63.699,70.1,83.966
688608,恒玄科技,35.161,2.396,18.366,71.59,39.53,83.042,0.369,1.052,1.282,1.877,63.212,55.419,83.798
688580,伟思医疗,29.315,3.785,4.81,12.095,39.501,80.501,0.34,1.016,1.242,1.881,63.702,59.112,83.794
688575,亚辉龙,35.447,14.698,30.772,19.884,39.392,98.833,0.357,1.035,1.265,1.875,63.91,69.536,83.803
688565,力源科技,37.019,22.816,44.37,17.047,39.545,99.424,0.412,1.112,1.351,1.884,63.889,68.594,83.781
688513,苑东生物,32.66,9.488,9.534,20.585,39.529,96.819,0.355,1.03,1.258,1.879,63.662,64.004,83.771
688480,赛恩斯,37.59,15.427,34.415,45.702,39.433,96.878,0.36,1.044,1.272,1.882,63.744,67.127,83.796
688426,康为世纪,33.371,2.812,5.535,37.727,39.404,92.61,0.465,1.134,1.376,1.881,63.85,69.855,83.803
688387,信科移动,42.035,24.156,59.582,60.703,39.403,98.495,0.382,1.067,1.297,1.876,63.463,70.195,83.806
688370,丛麟科技,32.449,8.009,5.518,27.393,39.426,92.971,0.361,1.04,1.271,1.874,63.444,64.285,83.8
688369,致远互联,35.889,10.877,24.902,38.364,39.359,93.449,0.385,1.068,1.296,1.872,63.487,71.804,83.806
688359,三孚新科,35.976,22.285,34.301,14.369,39.531,99.721,0.389,1.071,1.304,1.884,63.766,69.283,83.81
688358,祥生医疗,34.619,3.855,21.653,62.418,27.499,86.413,0.334,1.015,1.24,1.881,63.772,61.551,83.8
688353,华盛锂电,33.731,5.778,6.665,39.825,39.428,90.161,0.394,1.067,1.301,1.892,62.892,71.567,83.804
688338,赛科希德,30.526,2.062,5.425,48.592,39.525,63.438,0.305,0.997,1.217,1.882,63.71,55.417,83.746
688317,之江生物,33.15,2.017,9.908,54.776,39.352,66.372,0.37,1.135,1.372,1.882,63.77,73.041,83.804
688292,浩瀚深度,36.419,8.444,34.029,48.301,39.438,94.788,0.363,1.042,1.275,1.877,63.403,60.304,83.768
688281,华秦科技,35.875,6.845,17.355,50.934,39.455,96.149,0.343,1.006,1.247,1.868,63.835,67.66,83.8
688280,精进电动,39.312,27.163,41.495,40.112,39.492,99.433,0.459,1.16,1.392,1.878,63.774,71.577,83.806
688267,中触媒,35.271,3.548,22.338,45.227,39.406,96.992,0.361,1.039,1.266,1.881,63.632,63.756,83.802
688259,创耀科技,32.141,17.882,9.245,1.623,39.441,99.079,0.368,1.047,1.277,1.876,63.408,66.803,83.645
688255,凯尔达,35.63,5.064,23.443,49.897,39.51,92.524,0.372,1.053,1.282,1.877,63.57,65.167,83.801
688210,统联精密,36.016,17.938,23.864,34.61,39.562,97.804,0.355,1.045,1.272,1.883,63.462,66.595,83.798
688205,德科立,37.642,6.255,28.608,65.256,39.791,91.376,0.364,1.044,1.272,1.883,63.841,68.215,83.803
688198,佰仁医疗,33.104,4.021,10.125,42.133,39.885,93.545,0.336,1.014,1.242,1.879,63.66,55.609,83.797
688179,阿拉丁,35.301,13.643,36.822,17.771,39.43,96.629,0.343,1.029,1.255,1.881,63.761,67.255,83.796
688162,巨一科技,40.104,30.499,61.477,28.643,39.351,99.267,0.381,1.069,1.3,1.883,63.452,70.115,83.81
688160,步科股份,36.386,8.905,25.462,54.642,38.736,94.608,0.359,1.042,1.271,1.879,63.588,62.343,83.791
688153,唯捷创芯,36.6,6.736,27.346,70.055,39.455,87.968,0.368,1.055,1.283,1.881,62.721,56.534,83.795
688133,泰坦科技,35.985,15.449,44.455,12.15,39.417,97.933,0.372,1.056,1.286,1.883,64.172,69.839,83.805
688127,蓝特光学,34.898,12.391,21.43,29.914,39.701,99.057,0.339,1.025,1.249,1.882,63.657,64.338,83.791
688125,安达智能,35.891,4.636,20.426,61.117,39.434,87.546,0.374,1.051,1.284,1.859,63.507,65.656,83.8
688117,圣诺生物,34.266,14.548,26.047,14.459,39.394,98.478,0.35,1.036,1.262,1.882,63.664,66.276,83.799
688072,拓荆科技,38.85,24.219,57.897,20.753,39.422,98.494,0.359,1.024,1.25,1.881,64.309,72.778,83.812
688060,云涌科技,39.986,4.099,52.478,61.343,39.595,97.777,0.391,1.064,1.299,1.899,62.856,73.224,83.81
688058,宝兰德,34.948,4.085,37.115,19.285,39.539,93.332,0.376,1.053,1.283,1.88,64.297,73.318,83.811
688056,莱伯泰科,34.149,6.349,24.999,30.858,39.58,90.776,0.367,1.05,1.28,1.878,63.605,65.242,83.8
605577,龙版传媒,33.602,15.853,7.178,24.071,41.189,96.625,0.354,1.033,1.266,1.872,63.683,66.297,83.797
605319,无锡振华,41.426,23.431,45.464,70.492,39.58,99.728,0.353,1.042,1.268,1.885,63.607,66.499,83.767
605255,天普股份,34.17,2.294,18.508,49.075,39.572,97.743,0.361,1.047,1.272,1.887,63.402,51.117,83.761
605222,起帆电缆,38.645,29.917,62.023,12.839,39.624,99.115,0.373,1.058,1.287,1.887,63.686,68.136,83.798
605180,华生科技,26.593,0.288,26.061,21.602,39.334,38.908,0.35,1.043,1.271,1.881,63.51,41.083,83.791
605151,西上海,39.77,13.284,30.354,75.526,39.478,98.794,0.361,1.046,1.272,1.887,63.792,67.646,83.799
605111,新洁能,32.268,5.69,16.369,28.391,39.445,86.736,0.341,1.028,1.255,1.88,63.618,58.693,83.773
605020,永和股份,35.195,27.414,17.582,19.293,39.427,99.839,0.372,1.054,1.283,1.883,63.377,67.141,83.681
603982,泉峰汽车,35.933,29.809,26.629,13.407,39.44,99.618,0.414,1.1,1.332,1.879,63.773,69.739,84.06
603979,金诚信,36.325,20.799,33.704,24.337,39.412,99.085,0.346,1.04,1.263,1.885,63.691,66.582,83.754
603978,深圳新星,34.67,24.884,20.631,9.263,39.445,99.467,0.387,1.074,1.302,1.874,63.62,70.135,83.956
603969,银龙股份,37.251,14.225,62.459,9.904,39.075,99.376,0.366,1.051,1.279,1.884,63.946,69.634,83.81
603927,中科软,37.823,24.478,29.054,42.89,39.538,97.653,0.361,1.045,1.276,1.877,63.822,68.146,83.742
603926,铁流股份,36.501,17.645,28.55,37.483,39.607,98.266,0.37,1.054,1.283,1.879,63.265,64.829,83.784
603888,新华网,34.091,14.85,8.653,34.272,39.718,94.273,0.362,1.041,1.273,1.859,63.582,65.408,83.801
603871,嘉友国际,35.704,9.731,20.705,54.835,39.764,96.333,0.351,1.038,1.264,1.882,63.614,55.135,83.791
603859,能科科技,38.582,10.874,42.088,54.904,39.517,99.139,0.34,1.036,1.255,1.889,63.631,64.531,83.782
603856,东宏股份,35.946,16.299,47.194,10.46,39.417,99.091,0.365,1.052,1.281,1.883,63.667,66.903,83.743
603829,洛凯股份,41.551,23.371,57.144,60.409,39.69,99.519,0.363,1.052,1.276,1.892,63.526,66.593,83.779
603786,科博达,38.662,10.553,51.391,42.698,43.949,98.062,0.357,1.041,1.268,1.882,63.75,65.203,83.794
603773,沃格光电,37.782,26.881,32.398,28.701,39.596,99.15,0.375,1.061,1.287,1.919,70.394,67.826,83.798
603708,家家悦,36.192,37.323,16.823,23.437,40.14,99.35,0.375,1.059,1.288,1.89,61.814,67.014,83.79
603706,东方环宇,34.518,17.481,21.223,21.838,39.54,98.654,0.346,1.036,1.259,1.885,63.474,63.703,83.78
603663,三祥新材,35.671,14.705,27.387,28.139,39.543,99.711,0.356,1.049,1.279,1.878,63.696,67.245,83.059
603619,中曼石油,34.993,31.153,15.841,16.575,39.52,99.409,0.336,1.028,1.249,1.885,63.535,65.597,83.785
603605,珀莱雅,35.372,17.705,17.695,39.46,39.478,95.847,0.35,1.04,1.265,1.885,63.66,62.294,83.786
603600,永艺股份,38.342,15.771,32.835,56.663,39.443,98.336,0.367,1.048,1.276,1.882,63.684,65.322,83.483
603566,普莱柯,33.596,6.838,21.644,23.107,39.461,98.217,0.353,1.04,1.267,1.881,63.592,62.0,83.759
603511,爱慕股份,32.484,5.999,25.334,16.221,39.496,97.382,0.363,1.047,1.275,1.881,63.356,53.761,83.692
603408,建霖家居,38.138,14.974,39.926,48.339,39.51,99.096,0.361,1.046,1.274,1.881,63.623,63.846,83.777
603373,安邦护卫,32.065,9.099,13.472,14.326,39.634,93.181,0.355,1.053,1.268,1.902,63.425,63.268,83.799
603360,百傲化学,31.862,6.469,20.286,17.316,39.463,94.646,0.322,1.014,1.236,1.883,63.667,52.27,83.772
603336,宏辉果蔬,37.36,16.632,62.765,8.511,39.429,99.831,0.374,1.057,1.288,1.867,63.899,68.857,83.807
603327,福蓉科技,36.147,17.668,26.799,32.978,39.473,98.507,0.355,1.039,1.268,1.883,63.714,66.286,83.795
603309,维力医疗,33.836,12.869,14.448,23.339,39.521,98.807,0.352,1.04,1.264,1.884,63.672,65.048,83.787
603305,旭升集团,35.487,16.736,26.682,27.249,39.419,98.358,0.352,1.038,1.265,1.882,63.635,65.47,83.753
603291,联合水务,34.178,23.186,11.018,18.677,39.461,99.706,0.353,1.039,1.262,1.887,63.491,66.385,83.673
603280,南方路机,36.221,16.732,49.169,11.897,39.414,98.01,0.361,1.045,1.273,1.88,63.749,67.329,83.796
603238,诺邦股份,37.088,15.697,21.951,51.838,39.508,97.955,0.368,1.054,1.282,1.887,63.504,66.221,83.795
603231,索宝蛋白,34.589,4.534,20.24,48.725,40.959,87.122,0.363,1.048,1.275,1.883,63.702,61.416,83.802
603225,新凤鸣,34.127,28.326,13.259,10.52,39.495,99.134,0.374,1.058,1.287,1.88,63.287,67.123,83.776
603220,中贝通信,40.387,30.409,45.843,49.258,39.555,99.146,0.368,1.053,1.282,1.881,63.701,68.347,83.799
603217,元利科技,33.242,6.082,13.816,24.038,39.44,96.136,0.361,1.043,1.27,1.883,63.828,67.258,83.748
603215,比依股份,37.091,14.393,32.24,50.613,39.518,98.245,0.356,1.041,1.268,1.881,63.492,58.264,83.781
603211,晋拓股份,36.607,14.4,34.828,31.217,39.418,99.609,0.369,1.053,1.282,1.878,63.715,67.726,83.792
603206,嘉环科技,43.64,29.348,80.027,54.762,39.507,99.327,0.368,1.054,1.283,1.881,63.794,68.524,83.801
603195,公牛集团,34.245,11.632,9.681,43.924,39.495,97.292,0.335,1.024,1.245,1.883,63.657,57.018,83.752
603194,中力股份,37.88,21.76,41.521,35.434,39.589,98.501,0.351,1.04,1.265,1.884,63.732,65.692,83.791
603193,润本股份,32.269,1.422,5.494,61.15,39.416,92.44,0.339,1.028,1.252,1.883,63.679,35.339,83.784
603187,海容冷链,37.392,12.504,39.293,43.859,39.401,98.009,0.354,1.041,1.267,1.883,63.605,63.701,83.791
603159,上海亚虹,40.532,10.793,42.707,77.956,39.443,97.604,0.368,1.051,1.28,1.88,63.701,66.092,83.504
603150,万朗磁塑,38.117,26.204,39.097,33.019,39.433,99.517,0.366,1.052,1.281,1.883,63.72,68.057,83.778
603131,上海沪工,36.683,19.652,38.211,24.035,40.252,98.091,0.371,1.068,1.298,1.874,64.224,67.318,83.8
603121,华培动力,37.367,17.564,37.557,33.555,39.449,99.396,0.365,1.047,1.277,1.876,63.861,68.659,83.795
603105,芯能科技,32.538,23.499,5.491,4.073,39.699,99.091,0.324,1.012,1.237,1.881,63.59,66.755,83.798
603100,川仪股份,36.667,23.439,35.804,24.106,39.661,98.235,0.365,1.045,1.274,1.88,63.708,66.687,83.799
603099,长白山,31.235,6.442,5.544,22.631,39.686,96.688,0.333,1.027,1.246,1.886,63.558,51.987,83.792
603087,甘李药业,31.566,3.031,12.054,12.288,39.519,92.398,0.359,1.041,1.272,1.873,63.818,67.337,83.797
603080,新疆火炬,32.469,14.83,11.137,11.065,39.511,99.126,0.356,1.042,1.269,1.882,63.359,62.268,83.783
